DATE,age_category,percent_positive_7d_avg
2021-03-15,14to17,0.0499
2021-03-16,14to17,0.0498
2021-03-17,14to17,0.0500
2021-03-18,14to17,0.0534
2021-03-19,14to17,0.0522
2021-03-20,14to17,0.0519
2021-03-21,14to17,0.0523
2021-03-22,14to17,0.0544
2021-03-23,14to17,0.0565
2021-03-24,14to17,0.0573
2021-03-25,14to17,0.0575
2021-03-26,14to17,0.0590
2021-03-27,14to17,0.0611
2021-03-28,14to17,0.0625
2021-03-29,14to17,0.0639
2021-03-30,14to17,0.0637
2021-03-31,14to17,0.0651
2021-04-01,14to17,0.0669
2021-04-02,14to17,0.0717
2021-04-03,14to17,0.0746
2021-04-04,14to17,0.0796
2021-04-05,14to17,0.0828
2021-04-06,14to17,0.0925
2021-04-07,14to17,0.0987
2021-04-08,14to17,0.1022
2021-04-09,14to17,0.1021
2021-04-10,14to17,0.1047
2021-04-11,14to17,0.1044
2021-04-12,14to17,0.1113
2021-04-13,14to17,0.1119
2021-04-14,14to17,0.1175
2021-04-15,14to17,0.1234
2021-04-16,14to17,0.1303
2021-04-17,14to17,0.1319
2021-04-18,14to17,0.1335
2021-04-19,14to17,0.1306
2021-04-20,14to17,0.1390
2021-04-21,14to17,0.1429
2021-04-22,14to17,0.1471
2021-04-23,14to17,0.1501
2021-04-24,14to17,0.1559
2021-04-25,14to17,0.1583
2021-04-26,14to17,0.1637
2021-04-27,14to17,0.1614
2021-04-28,14to17,0.1587
2021-04-29,14to17,0.1577
2021-04-30,14to17,0.1569
2021-05-01,14to17,0.1563
2021-05-02,14to17,0.1540
2021-05-03,14to17,0.1515
2021-05-04,14to17,0.1472
2021-05-05,14to17,0.1493
2021-05-06,14to17,0.1495
2021-05-07,14to17,0.1469
2021-05-08,14to17,0.1437
2021-05-09,14to17,0.1434
2021-05-10,14to17,0.1455
2021-05-11,14to17,0.1436
2021-05-12,14to17,0.1408
2021-05-13,14to17,0.1385
2021-05-14,14to17,0.1370
2021-05-15,14to17,0.1386
2021-05-16,14to17,0.1386
2021-05-17,14to17,0.1319
2021-05-18,14to17,0.1346
2021-05-19,14to17,0.1317
2021-05-20,14to17,0.1284
2021-05-21,14to17,0.1276
2021-05-22,14to17,0.1204
2021-05-23,14to17,0.1167
2021-05-24,14to17,0.1189
2021-05-25,14to17,0.1084
2021-05-26,14to17,0.1041
2021-05-27,14to17,0.1020
2021-05-28,14to17,0.0981
2021-05-29,14to17,0.0982
2021-05-30,14to17,0.0932
2021-05-31,14to17,0.0871
2021-06-01,14to17,0.0868
2021-06-02,14to17,0.0886
2021-06-03,14to17,0.0822
2021-06-04,14to17,0.0753
2021-06-05,14to17,0.0719
2021-06-06,14to17,0.0703
2021-06-07,14to17,0.0687
2021-06-08,14to17,0.0672
2021-06-09,14to17,0.0595
2021-06-10,14to17,0.0586
2021-06-11,14to17,0.0568
2021-06-12,14to17,0.0560
2021-06-13,14to17,0.0552
2021-06-14,14to17,0.0508
2021-06-15,14to17,0.0488
2021-06-16,14to17,0.0472
2021-06-17,14to17,0.0417
2021-06-18,14to17,0.0384
2021-06-19,14to17,0.0368
2021-06-20,14to17,0.0340
2021-06-21,14to17,0.0299
2021-06-22,14to17,0.0277
2021-06-23,14to17,0.0277
2021-06-24,14to17,0.0265
2021-06-25,14to17,0.0242
2021-06-26,14to17,0.0240
2021-06-27,14to17,0.0232
2021-06-28,14to17,0.0233
2021-06-29,14to17,0.0222
2021-06-30,14to17,0.0180
2021-07-01,14to17,0.0161
2021-07-02,14to17,0.0167
2021-07-03,14to17,0.0147
2021-07-04,14to17,0.0153
2021-07-05,14to17,0.0170
2021-07-06,14to17,0.0167
2021-07-07,14to17,0.0181
2021-07-08,14to17,0.0187
2021-07-09,14to17,0.0170
2021-07-10,14to17,0.0168
2021-07-11,14to17,0.0165
2021-07-12,14to17,0.0143
2021-07-13,14to17,0.0140
2021-07-14,14to17,0.0137
2021-07-15,14to17,0.0146
2021-07-16,14to17,0.0178
2021-07-17,14to17,0.0182
2021-07-18,14to17,0.0181
2021-07-19,14to17,0.0195
2021-07-20,14to17,0.0192
2021-07-21,14to17,0.0215
2021-07-22,14to17,0.0220
2021-07-23,14to17,0.0218
2021-07-24,14to17,0.0219
2021-07-25,14to17,0.0221
2021-07-26,14to17,0.0216
2021-07-27,14to17,0.0226
2021-07-28,14to17,0.0199
2021-07-29,14to17,0.0187
2021-07-30,14to17,0.0175
2021-07-31,14to17,0.0160
2021-08-01,14to17,0.0158
2021-08-02,14to17,0.0160
2021-08-03,14to17,0.0145
2021-08-04,14to17,0.0152
2021-08-05,14to17,0.0156
2021-08-06,14to17,0.0155
2021-08-07,14to17,0.0185
2021-08-08,14to17,0.0192
2021-08-09,14to17,0.0185
2021-08-10,14to17,0.0198
2021-08-11,14to17,0.0201
2021-08-12,14to17,0.0206
2021-08-13,14to17,0.0200
2021-08-14,14to17,0.0198
2021-08-15,14to17,0.0200
2021-08-16,14to17,0.0229
2021-08-17,14to17,0.0244
2021-08-18,14to17,0.0237
2021-08-19,14to17,0.0245
2021-08-20,14to17,0.0279
2021-08-21,14to17,0.0277
2021-08-22,14to17,0.0300
2021-08-23,14to17,0.0297
2021-08-24,14to17,0.0318
2021-08-25,14to17,0.0345
2021-08-26,14to17,0.0366
2021-08-27,14to17,0.0372
2021-08-28,14to17,0.0387
2021-08-29,14to17,0.0378
2021-08-30,14to17,0.0384
2021-08-31,14to17,0.0385
2021-09-01,14to17,0.0390
2021-09-02,14to17,0.0408
2021-09-03,14to17,0.0416
2021-09-04,14to17,0.0418
2021-09-05,14to17,0.0402
2021-09-06,14to17,0.0432
2021-09-07,14to17,0.0439
2021-09-08,14to17,0.0465
2021-09-09,14to17,0.0452
2021-09-10,14to17,0.0434
2021-09-11,14to17,0.0427
2021-09-12,14to17,0.0440
2021-09-13,14to17,0.0381
2021-09-14,14to17,0.0325
2021-09-15,14to17,0.0304
2021-09-16,14to17,0.0276
2021-09-17,14to17,0.0247
2021-09-18,14to17,0.0231
2021-09-19,14to17,0.0220
2021-09-20,14to17,0.0217
2021-09-21,14to17,0.0243
2021-09-22,14to17,0.0229
2021-09-23,14to17,0.0222
2021-09-24,14to17,0.0231
2021-09-25,14to17,0.0245
2021-09-26,14to17,0.0242
2021-09-27,14to17,0.0242
2021-09-28,14to17,0.0207
2021-09-29,14to17,0.0184
2021-09-30,14to17,0.0191
2021-10-01,14to17,0.0174
2021-10-02,14to17,0.0160
2021-10-03,14to17,0.0160
2021-10-04,14to17,0.0156
2021-10-05,14to17,0.0157
2021-10-06,14to17,0.0169
2021-10-07,14to17,0.0165
2021-10-08,14to17,0.0179
2021-10-09,14to17,0.0177
2021-10-10,14to17,0.0180
2021-10-11,14to17,0.0184
2021-10-12,14to17,0.0180
2021-10-13,14to17,0.0167
2021-10-14,14to17,0.0161
2021-10-15,14to17,0.0146
2021-10-16,14to17,0.0141
2021-10-17,14to17,0.0139
2021-10-18,14to17,0.0128
2021-10-19,14to17,0.0135
2021-10-20,14to17,0.0151
2021-10-21,14to17,0.0153
2021-10-22,14to17,0.0162
2021-10-23,14to17,0.0168
2021-10-24,14to17,0.0156
2021-10-25,14to17,0.0158
2021-10-26,14to17,0.0153
2021-10-27,14to17,0.0140
2021-10-28,14to17,0.0130
2021-10-29,14to17,0.0142
2021-10-30,14to17,0.0155
2021-10-31,14to17,0.0166
2021-11-01,14to17,0.0168
2021-11-02,14to17,0.0168
2021-11-03,14to17,0.0156
2021-11-04,14to17,0.0168
2021-11-05,14to17,0.0159
2021-11-06,14to17,0.0159
2021-11-07,14to17,0.0150
2021-11-08,14to17,0.0153
2021-11-09,14to17,0.0162
2021-11-10,14to17,0.0197
2021-11-11,14to17,0.0199
2021-11-12,14to17,0.0212
2021-11-13,14to17,0.0215
2021-11-14,14to17,0.0232
2021-11-15,14to17,0.0248
2021-11-16,14to17,0.0244
2021-11-17,14to17,0.0220
2021-11-18,14to17,0.0234
2021-11-19,14to17,0.0232
2021-11-20,14to17,0.0232
2021-11-21,14to17,0.0222
2021-11-22,14to17,0.0205
2021-11-23,14to17,0.0207
2021-11-24,14to17,0.0224
2021-11-25,14to17,0.0227
2021-11-26,14to17,0.0243
2021-11-27,14to17,0.0237
2021-11-28,14to17,0.0241
2021-11-29,14to17,0.0257
2021-11-30,14to17,0.0269
2021-12-01,14to17,0.0279
2021-12-02,14to17,0.0276
2021-12-03,14to17,0.0278
2021-12-04,14to17,0.0279
2021-12-05,14to17,0.0278
2021-12-06,14to17,0.0293
2021-12-07,14to17,0.0302
2021-12-08,14to17,0.0337
2021-12-09,14to17,0.0354
2021-12-10,14to17,0.0373
2021-12-11,14to17,0.0410
2021-12-12,14to17,0.0423
2021-12-13,14to17,0.0437
2021-12-14,14to17,0.0483
2021-12-15,14to17,0.0517
2021-12-16,14to17,0.0592
2021-12-17,14to17,0.0662
2021-12-18,14to17,0.0732
2021-12-19,14to17,0.0824
2021-12-20,14to17,0.0972
2021-12-21,14to17,0.1170
2021-12-22,14to17,0.1383
2021-12-23,14to17,0.1610
2021-12-24,14to17,0.1841
2021-12-25,14to17,0.1970
2021-12-26,14to17,0.2120
2021-12-27,14to17,0.2526
2021-12-28,14to17,0.2934
2021-12-29,14to17,0.3385
2021-12-30,14to17,0.3807
2021-12-31,14to17,0.4046
2022-01-01,14to17,0.4053
2022-01-02,14to17,0.4051
2022-01-03,14to17,0.3993
2022-01-04,14to17,0.3926
2022-01-05,14to17,0.3744
2022-01-06,14to17,0.3440
2022-01-07,14to17,0.3370
2022-01-08,14to17,0.3422
2022-01-09,14to17,0.3442
2022-01-10,14to17,0.3436
2022-01-11,14to17,0.3377
2022-01-12,14to17,0.3314
2022-01-13,14to17,0.3227
2022-01-14,14to17,0.3058
2022-01-15,14to17,0.3016
2022-01-16,14to17,0.2963
2022-01-17,14to17,0.2879
2022-01-18,14to17,0.2752
2022-01-19,14to17,0.2726
2022-01-20,14to17,0.2674
2022-01-21,14to17,0.2661
2022-01-22,14to17,0.2606
2022-01-23,14to17,0.2574
2022-01-24,14to17,0.2596
2022-01-25,14to17,0.2484
2022-01-26,14to17,0.2385
2022-01-27,14to17,0.2333
2022-01-28,14to17,0.2286
2022-01-29,14to17,0.2274
2022-01-30,14to17,0.2249
2022-01-31,14to17,0.2121
2022-02-01,14to17,0.2110
2022-02-02,14to17,0.2052
2022-02-03,14to17,0.1979
2022-02-04,14to17,0.1939
2022-02-05,14to17,0.1902
2022-02-06,14to17,0.1814
2022-02-07,14to17,0.1857
2022-02-08,14to17,0.1870
2022-02-09,14to17,0.1908
2022-02-10,14to17,0.1910
2022-02-11,14to17,0.1906
2022-02-12,14to17,0.1889
2022-02-13,14to17,0.1998
2022-02-14,14to17,0.2068
2022-02-15,14to17,0.2066
2022-02-16,14to17,0.2111
2022-02-17,14to17,0.2186
2022-02-18,14to17,0.2318
2022-02-19,14to17,0.2419
2022-02-20,14to17,0.2427
2022-02-21,14to17,0.2427
2022-02-22,14to17,0.2457
2022-02-23,14to17,0.2502
2022-02-24,14to17,0.2449
2022-02-25,14to17,0.2265
2022-02-26,14to17,0.2137
2022-02-27,14to17,0.2020
2022-02-28,14to17,0.2039
2022-03-01,14to17,0.2078
2022-03-02,14to17,0.2098
2022-03-03,14to17,0.2183
2022-03-04,14to17,0.2338
2022-03-05,14to17,0.2481
2022-03-06,14to17,0.2666
2022-03-07,14to17,0.2787
2022-03-08,14to17,0.2791
2022-03-09,14to17,0.2702
2022-03-10,14to17,0.2568
2022-03-11,14to17,0.2508
2022-03-12,14to17,0.2469
2022-03-13,14to17,0.2521
2022-03-14,14to17,0.2423
2022-03-15,14to17,0.2275
2022-03-16,14to17,0.2194
2022-03-17,14to17,0.2236
2022-03-18,14to17,0.2186
2022-03-19,14to17,0.2072
2022-03-20,14to17,0.2047
2022-03-21,14to17,0.2030
2022-03-22,14to17,0.2026
2022-03-23,14to17,0.1989
2022-03-24,14to17,0.1970
2022-03-25,14to17,0.2020
2022-03-26,14to17,0.2042
2022-03-27,14to17,0.2015
2022-03-28,14to17,0.2089
2022-03-29,14to17,0.2219
2022-03-30,14to17,0.2349
2022-03-31,14to17,0.2435
2022-04-01,14to17,0.2494
2022-04-02,14to17,0.2614
2022-04-03,14to17,0.2657
2022-04-04,14to17,0.2711
2022-04-05,14to17,0.2661
2022-04-06,14to17,0.2684
2022-04-07,14to17,0.2696
2022-04-08,14to17,0.2635
2022-04-09,14to17,0.2619
2022-04-10,14to17,0.2638
2022-04-11,14to17,0.2602
2022-04-12,14to17,0.2616
2022-04-13,14to17,0.2586
2022-04-14,14to17,0.2500
2022-04-15,14to17,0.2514
2022-04-16,14to17,0.2576
2022-04-17,14to17,0.2581
2022-04-18,14to17,0.2489
2022-04-19,14to17,0.2370
2022-04-20,14to17,0.2289
2022-04-21,14to17,0.2281
2022-04-22,14to17,0.2159
2022-04-23,14to17,0.2065
2022-04-24,14to17,0.1965
2022-04-25,14to17,0.1911
2022-04-26,14to17,0.1807
2022-04-27,14to17,0.1717
2022-04-28,14to17,0.1636
2022-04-29,14to17,0.1639
2022-04-30,14to17,0.1553
2022-05-01,14to17,0.1526
2022-05-02,14to17,0.1439
2022-05-03,14to17,0.1449
2022-05-04,14to17,0.1457
2022-05-05,14to17,0.1442
2022-05-06,14to17,0.1360
2022-05-07,14to17,0.1371
2022-05-08,14to17,0.1400
2022-05-09,14to17,0.1409
2022-05-10,14to17,0.1329
2022-05-11,14to17,0.1265
2022-05-12,14to17,0.1246
2022-05-13,14to17,0.1255
2022-05-14,14to17,0.1221
2022-05-15,14to17,0.1204
2022-05-16,14to17,0.1152
2022-05-17,14to17,0.1150
2022-05-18,14to17,0.1095
2022-05-19,14to17,0.1011
2022-05-20,14to17,0.0911
2022-05-21,14to17,0.0853
2022-05-22,14to17,0.0800
2022-05-23,14to17,0.0753
2022-05-24,14to17,0.0708
2022-05-25,14to17,0.0713
2022-05-26,14to17,0.0747
2022-05-27,14to17,0.0779
2022-05-28,14to17,0.0837
2022-05-29,14to17,0.0820
2022-05-30,14to17,0.0774
2022-05-31,14to17,0.0769
2022-06-01,14to17,0.0750
2022-06-02,14to17,0.0730
2022-06-03,14to17,0.0720
2022-06-04,14to17,0.0681
2022-06-05,14to17,0.0695
2022-06-06,14to17,0.0714
2022-06-07,14to17,0.0745
2022-06-08,14to17,0.0774
2022-06-09,14to17,0.0771
2022-06-10,14to17,0.0789
2022-06-11,14to17,0.0785
2022-06-12,14to17,0.0789
2022-06-13,14to17,0.0876
2022-06-14,14to17,0.0863
2022-06-15,14to17,0.0771
2022-06-16,14to17,0.0781
2022-06-17,14to17,0.0780
2022-06-18,14to17,0.0794
2022-06-19,14to17,0.0898
2022-06-20,14to17,0.0788
2022-06-21,14to17,0.0781
2022-06-22,14to17,0.0850
2022-06-23,14to17,0.0888
2022-06-24,14to17,0.0865
2022-06-25,14to17,0.0847
2022-06-26,14to17,0.0742
2022-06-27,14to17,0.0835
2022-06-28,14to17,0.0938
2022-06-29,14to17,0.0936
2022-06-30,14to17,0.0929
2022-07-01,14to17,0.1042
2022-07-02,14to17,0.1111
2022-07-03,14to17,0.1186
2022-07-04,14to17,0.1220
2022-07-05,14to17,0.1212
2022-07-06,14to17,0.1278
2022-07-07,14to17,0.1438
2022-07-08,14to17,0.1387
2022-07-09,14to17,0.1455
2022-07-10,14to17,0.1412
2022-07-11,14to17,0.1439
2022-07-12,14to17,0.1487
2022-07-13,14to17,0.1373
2022-07-14,14to17,0.1233
2022-07-15,14to17,0.1302
2022-07-16,14to17,0.1228
2022-07-17,14to17,0.1223
2022-07-18,14to17,0.1230
2022-07-19,14to17,0.1184
2022-07-20,14to17,0.1273
2022-07-21,14to17,0.1300
2022-07-22,14to17,0.1215
2022-07-23,14to17,0.1195
2022-07-24,14to17,0.1222
2022-07-25,14to17,0.1213
2022-07-26,14to17,0.1183
2022-07-27,14to17,0.1182
2022-07-28,14to17,0.1139
2022-07-29,14to17,0.1199
2022-07-30,14to17,0.1198
2022-07-31,14to17,0.1171
2022-08-01,14to17,0.1082
2022-08-02,14to17,0.1148
2022-08-03,14to17,0.1194
2022-08-04,14to17,0.1247
2022-08-05,14to17,0.1152
2022-08-06,14to17,0.1152
2022-08-07,14to17,0.1161
2022-08-08,14to17,0.1125
2022-08-09,14to17,0.1073
2022-08-10,14to17,0.0956
2022-08-11,14to17,0.0920
2022-08-12,14to17,0.0954
2022-08-13,14to17,0.0956
2022-08-14,14to17,0.0910
2022-08-15,14to17,0.0949
2022-08-16,14to17,0.0918
2022-08-17,14to17,0.0968
2022-08-18,14to17,0.0949
2022-08-19,14to17,0.0943
2022-08-20,14to17,0.0963
2022-08-21,14to17,0.0956
2022-08-22,14to17,0.0998
2022-08-23,14to17,0.0992
2022-08-24,14to17,0.0942
2022-08-25,14to17,0.0922
2022-08-26,14to17,0.0943
2022-08-27,14to17,0.0927
2022-08-28,14to17,0.0913
2022-08-29,14to17,0.0821
2022-08-30,14to17,0.0804
2022-08-31,14to17,0.0786
2022-09-01,14to17,0.0754
2022-09-02,14to17,0.0710
2022-09-03,14to17,0.0708
2022-09-04,14to17,0.0722
2022-09-05,14to17,0.0708
2022-09-06,14to17,0.0725
2022-09-07,14to17,0.0727
2022-09-08,14to17,0.0735
2022-09-09,14to17,0.0709
2022-09-10,14to17,0.0667
2022-09-11,14to17,0.0694
2022-09-12,14to17,0.0727
2022-09-13,14to17,0.0698
2022-09-14,14to17,0.0763
2022-09-15,14to17,0.0787
2022-09-16,14to17,0.0774
2022-09-17,14to17,0.0793
2022-09-18,14to17,0.0768
2022-09-19,14to17,0.0809
2022-09-20,14to17,0.0882
2022-09-21,14to17,0.0814
2022-09-22,14to17,0.0834
2022-09-23,14to17,0.0888
2022-09-24,14to17,0.0883
2022-09-25,14to17,0.0919
2022-09-26,14to17,0.0973
2022-09-27,14to17,0.0883
2022-09-28,14to17,0.0923
2022-09-29,14to17,0.1042
2022-09-30,14to17,0.1071
2022-10-01,14to17,0.1090
2022-10-02,14to17,0.1066
2022-10-03,14to17,0.0996
2022-10-04,14to17,0.0942
2022-10-05,14to17,0.0939
2022-10-06,14to17,0.0794
2022-10-07,14to17,0.0839
2022-10-08,14to17,0.0830
2022-10-09,14to17,0.0843
2022-10-10,14to17,0.0898
2022-10-11,14to17,0.0993
2022-10-12,14to17,0.1083
2022-10-13,14to17,0.1213
2022-10-14,14to17,0.1151
2022-10-15,14to17,0.1254
2022-10-16,14to17,0.1260
2022-10-17,14to17,0.1198
2022-10-18,14to17,0.1158
2022-10-19,14to17,0.1082
2022-10-20,14to17,0.1009
2022-10-21,14to17,0.0968
2022-10-22,14to17,0.0842
2022-10-23,14to17,0.0791
2022-10-24,14to17,0.0818
2022-10-25,14to17,0.0816
2022-10-26,14to17,0.0756
2022-10-27,14to17,0.0839
2022-10-28,14to17,0.0904
2022-10-29,14to17,0.0884
2022-10-30,14to17,0.0842
2022-10-31,14to17,0.0763
2022-11-01,14to17,0.0797
2022-11-02,14to17,0.0831
2022-11-03,14to17,0.0743
2022-11-04,14to17,0.0687
2022-11-05,14to17,0.0737
2022-11-06,14to17,0.0779
2022-11-07,14to17,0.0814
2022-11-08,14to17,0.0779
2022-11-09,14to17,0.0741
2022-11-10,14to17,0.0653
2022-11-11,14to17,0.0633
2022-11-12,14to17,0.0620
2022-11-13,14to17,0.0578
2022-11-14,14to17,0.0594
2022-11-15,14to17,0.0606
2022-11-16,14to17,0.0615
2022-11-17,14to17,0.0600
2022-11-18,14to17,0.0650
2022-11-19,14to17,0.0583
2022-11-20,14to17,0.0653
2022-11-21,14to17,0.0500
2022-11-22,14to17,0.0496
2022-11-23,14to17,0.0534
2022-11-24,14to17,0.0585
2022-11-25,14to17,0.0604
2022-11-26,14to17,0.0631
2022-11-27,14to17,0.0627
2022-11-28,14to17,0.0690
2022-11-29,14to17,0.0660
2022-11-30,14to17,0.0703
2022-12-01,14to17,0.0728
2022-12-02,14to17,0.0659
2022-12-03,14to17,0.0762
2022-12-04,14to17,0.0717
2022-12-05,14to17,0.0732
2022-12-06,14to17,0.0787
2022-12-07,14to17,0.0755
2022-12-08,14to17,0.0760
2022-12-09,14to17,0.0758
2022-12-10,14to17,0.0690
2022-12-11,14to17,0.0680
2022-12-12,14to17,0.0744
2022-12-13,14to17,0.0675
2022-12-14,14to17,0.0710
2022-12-15,14to17,0.0673
2022-12-16,14to17,0.0719
2022-12-17,14to17,0.0746
2022-12-18,14to17,0.0762
2022-12-19,14to17,0.0792
2022-12-20,14to17,0.0851
2022-12-21,14to17,0.0902
2022-12-22,14to17,0.0973
2022-12-23,14to17,0.1026
2022-12-24,14to17,0.1029
2022-12-25,14to17,0.1119
2022-12-26,14to17,0.1157
2022-12-27,14to17,0.1362
2022-12-28,14to17,0.1301
2022-12-29,14to17,0.1261
2022-12-30,14to17,0.1298
2022-12-31,14to17,0.1322
2023-01-01,14to17,0.1253
2023-01-02,14to17,0.1179
2023-01-03,14to17,0.1087
2023-01-04,14to17,0.1166
2023-01-05,14to17,0.1203
2023-01-06,14to17,0.1273
2023-01-07,14to17,0.1245
2023-01-08,14to17,0.1315
2023-01-09,14to17,0.1285
2023-01-10,14to17,0.1288
2023-01-11,14to17,0.1233
2023-01-12,14to17,0.1137
2023-01-13,14to17,0.1002
2023-01-14,14to17,0.0913
2023-01-15,14to17,0.0895
2023-01-16,14to17,0.0965
2023-01-17,14to17,0.0903
2023-01-18,14to17,0.1042
2023-01-19,14to17,0.1068
2023-01-20,14to17,0.1083
2023-01-21,14to17,0.1235
2023-01-22,14to17,0.1350
2023-01-23,14to17,0.1452
2023-01-24,14to17,0.1495
2023-01-25,14to17,0.1439
2023-01-26,14to17,0.1583
2023-01-27,14to17,0.1705
2023-01-28,14to17,0.1868
2023-01-29,14to17,0.1695
2023-01-30,14to17,0.1588
2023-01-31,14to17,0.1611
2023-02-01,14to17,0.1596
2023-02-02,14to17,0.1475
2023-02-03,14to17,0.1376
2023-02-04,14to17,0.1147
2023-02-05,14to17,0.1228
2023-02-06,14to17,0.1180
2023-02-07,14to17,0.1144
2023-02-08,14to17,0.1049
2023-02-09,14to17,0.1047
2023-02-10,14to17,0.1101
2023-02-11,14to17,0.1124
2023-02-12,14to17,0.1057
2023-02-13,14to17,0.1238
2023-02-14,14to17,0.1179
2023-02-15,14to17,0.1374
2023-02-16,14to17,0.1384
2023-02-17,14to17,0.1297
2023-02-18,14to17,0.1238
2023-02-19,14to17,0.1232
2023-02-20,14to17,0.1134
2023-02-21,14to17,0.1151
2023-02-22,14to17,0.1078
2023-02-23,14to17,0.1068
2023-02-24,14to17,0.1081
2023-02-25,14to17,0.1059
2023-02-26,14to17,0.1069
2023-02-27,14to17,0.1022
2023-02-28,14to17,0.1095
2023-03-01,14to17,0.0955
2023-03-02,14to17,0.0945
2023-03-03,14to17,0.0920
2023-03-04,14to17,0.0920
2023-03-05,14to17,0.0892
2023-03-06,14to17,0.0902
2023-03-07,14to17,0.0840
2023-03-08,14to17,0.0846
2023-03-09,14to17,0.0871
2023-03-10,14to17,0.0854
2023-03-11,14to17,0.0871
2023-03-12,14to17,0.0878
2023-03-13,14to17,0.0745
2023-03-14,14to17,0.0636
2023-03-15,14to17,0.0696
2023-03-16,14to17,0.0671
2023-03-17,14to17,0.0635
2023-03-18,14to17,0.0690
2023-03-19,14to17,0.0798
2023-03-20,14to17,0.0739
2023-03-21,14to17,0.0791
2023-03-22,14to17,0.0758
2023-03-23,14to17,0.0751
2023-03-24,14to17,0.0780
2023-03-25,14to17,0.0686
2023-03-26,14to17,0.0613
2023-03-27,14to17,0.0725
2023-03-28,14to17,0.0663
2023-03-29,14to17,0.0575
2023-03-30,14to17,0.0639
2023-03-31,14to17,0.0619
2023-04-01,14to17,0.0620
2023-04-02,14to17,0.0596
2023-04-03,14to17,0.0590
2023-04-04,14to17,0.0579
2023-04-05,14to17,0.0599
2023-04-06,14to17,0.0460
2023-04-07,14to17,0.0408
2023-04-08,14to17,0.0464
2023-04-09,14to17,0.0432
2023-04-10,14to17,0.0389
2023-04-11,14to17,0.0385
2023-04-12,14to17,0.0286
2023-04-13,14to17,0.0390
2023-04-14,14to17,0.0377
2023-04-15,14to17,0.0401
2023-04-16,14to17,0.0370
2023-04-17,14to17,0.0465
2023-04-18,14to17,0.0439
2023-04-19,14to17,0.0469
2023-04-20,14to17,0.0337
2023-04-21,14to17,0.0305
2023-04-22,14to17,0.0203
2023-04-23,14to17,0.0246
2023-04-24,14to17,0.0085
2023-04-25,14to17,0.0088
2023-04-26,14to17,0.0090
2023-04-27,14to17,0.0089
2023-04-28,14to17,0.0173
2023-04-29,14to17,0.0177
2023-04-30,14to17,0.0171
2023-05-01,14to17,0.0129
2023-05-02,14to17,0.0126
2023-05-03,14to17,0.0181
2023-05-04,14to17,0.0276
2023-05-05,14to17,0.0195
2023-05-06,14to17,0.0187
2023-05-07,14to17,0.0239
2023-05-08,14to17,0.0365
2023-05-09,14to17,0.0392
2023-05-10,14to17,0.0386
2023-05-11,14to17,0.0313
2023-05-12,14to17,0.0518
2023-05-13,14to17,0.0598
2023-05-14,14to17,0.0497
2023-05-15,14to17,0.0387
2023-05-16,14to17,0.0387
2023-05-17,14to17,0.0342
2023-05-18,14to17,0.0417
2023-05-19,14to17,0.0146
2023-05-20,14to17,0.0068
2023-05-21,14to17,0.0197
2023-05-22,14to17,0.0196
2023-05-23,14to17,0.0250
2023-05-24,14to17,0.0427
2023-05-25,14to17,0.0339
2023-05-26,14to17,0.0393
2023-05-27,14to17,0.0419
2023-05-28,14to17,0.0321
2023-05-29,14to17,0.0380
2023-05-30,14to17,0.0690
2023-05-31,14to17,0.0638
2023-06-01,14to17,0.0815
2023-06-02,14to17,0.0730
2023-06-03,14to17,0.0719
2023-06-04,14to17,0.0725
2023-06-05,14to17,0.0719
2023-06-06,14to17,0.0408
2023-06-07,14to17,0.0318
2023-06-08,14to17,0.0255
2023-06-09,14to17,0.0258
2023-06-10,14to17,0.0258
2023-06-11,14to17,0.0258
2023-06-12,14to17,0.0260
2023-06-13,14to17,0.0226
2023-06-14,14to17,0.0238
2023-06-15,14to17,0.0252
2023-06-16,14to17,0.0270
2023-06-17,14to17,0.0288
2023-06-18,14to17,0.0278
2023-06-19,14to17,0.0187
2023-06-20,14to17,0.0179
2023-06-21,14to17,0.0089
2023-06-22,14to17,0.0000
2023-06-23,14to17,0.0000
2023-06-24,14to17,0.0083
2023-06-25,14to17,0.0167
2023-06-26,14to17,0.0244
2023-06-27,14to17,0.0448
2023-06-28,14to17,0.0441
2023-06-29,14to17,0.0451
2023-06-30,14to17,0.0556
2023-07-01,14to17,0.0469
2023-07-02,14to17,0.0391
2023-07-03,14to17,0.0339
2023-07-04,14to17,0.0179
2023-07-05,14to17,0.0175
2023-07-06,14to17,0.0244
2023-07-07,14to17,0.0171
2023-07-08,14to17,0.0167
2023-07-09,14to17,0.0180
2023-07-10,14to17,0.0268
2023-07-11,14to17,0.0198
2023-07-12,14to17,0.0200
2023-07-13,14to17,0.0204
2023-07-14,14to17,0.0198
2023-07-15,14to17,0.0211
2023-07-16,14to17,0.0206
2023-07-17,14to17,0.0179
2023-07-18,14to17,0.0320
2023-07-19,14to17,0.0348
2023-07-20,14to17,0.0275
2023-07-21,14to17,0.0275
2023-07-22,14to17,0.0270
2023-07-23,14to17,0.0354
2023-07-24,14to17,0.0385
2023-07-25,14to17,0.0323
2023-07-26,14to17,0.0319
2023-07-27,14to17,0.0408
2023-07-28,14to17,0.0426
2023-07-29,14to17,0.0421
2023-07-30,14to17,0.0417
2023-07-31,14to17,0.0345
2023-08-01,14to17,0.0233
2023-08-02,14to17,0.0366
2023-08-03,14to17,0.0260
2023-08-04,14to17,0.0494
